date_time,contract_d1,contract_d2,same_contract,close_d1_scaled,close_d2,spread,vol_d1,vol_d2
2025-03-03 09:55:00+00:00,K2025,K2025,True,72.51271379996007,72.38,0.13271379996007227,7,116
2025-03-03 10:00:00+00:00,K2025,K2025,True,72.60558620983622,72.46,0.1455862098362246,44,128
2025-03-03 10:05:00+00:00,K2025,K2025,True,72.55399042657169,72.44,0.11399042657168934,2,55
2025-03-03 10:10:00+00:00,K2025,K2025,True,72.65718199310074,72.46,0.1971819931007417,14,85
2025-03-03 10:15:00+00:00,K2025,K2025,True,72.68813946305944,72.58,0.10813946305944455,2,68
2025-03-03 10:20:00+00:00,K2025,K2025,True,72.66750114975363,72.58,0.08750114975363488,3,79
2025-03-03 10:25:00+00:00,K2025,K2025,True,72.63654367979493,72.53,0.10654367979492463,3,65
2025-03-03 10:30:00+00:00,K2025,K2025,True,72.72941608967106,72.66,0.0694160896710656,1,108
2025-03-03 10:35:00+00:00,K2025,K2025,True,72.77069271628268,72.72,0.05069271628268268,2,61
2025-03-03 10:40:00+00:00,K2025,K2025,True,72.87388428281173,72.85,0.023884282811735602,26,161
2025-03-03 10:45:00+00:00,K2025,K2025,True,72.94611837938206,72.88,0.06611837938206122,24,124
2025-03-03 10:50:00+00:00,K2025,K2025,True,72.93579922272916,72.87,0.0657992227291544,13,93
2025-03-03 10:55:00+00:00,K2025,K2025,True,72.96675669268787,72.85,0.11675669268787203,6,67
2025-03-03 11:00:00+00:00,K2025,K2025,True,72.96675669268787,72.92,0.04675669268786464,38,102
2025-03-03 11:05:00+00:00,K2025,K2025,True,72.96675669268787,72.92,0.04675669268786464,11,76
2025-03-03 11:10:00+00:00,K2025,K2025,True,73.00803331929949,72.96,0.04803331929949195,12,72
2025-03-03 11:15:00+00:00,K2025,K2025,True,73.0183524759524,72.97,0.04835247595239878,6,123
2025-03-03 11:20:00+00:00,K2025,K2025,True,72.98739500599368,72.93,0.0573950059936692,4,54
2025-03-03 11:25:00+00:00,K2025,K2025,True,72.95643753603497,72.91,0.04643753603497203,7,69
2025-03-03 11:30:00+00:00,K2025,K2025,True,72.94611837938206,72.87,0.07611837938205213,10,59
2025-03-03 11:35:00+00:00,K2025,K2025,True,73.0286716326053,72.97,0.05867163260529651,13,75
2025-03-03 11:40:00+00:00,K2025,K2025,True,73.0183524759524,72.96,0.05835247595240389,1,47
2025-03-03 11:45:00+00:00,K2025,K2025,True,73.0183524759524,72.97,0.04835247595239878,3,50
2025-03-03 11:50:00+00:00,K2025,K2025,True,73.05962910256402,73.02,0.03962910256402097,29,138
2025-03-03 11:55:00+00:00,K2025,K2025,True,73.0493099459111,73.01,0.03930994591109993,9,79
2025-03-03 12:00:00+00:00,K2025,K2025,True,73.06994825921691,73.05,0.019948259216917563,4,55
2025-03-03 12:05:00+00:00,K2025,K2025,True,73.0493099459111,72.99,0.05930994591111016,152,106
2025-03-03 12:10:00+00:00,K2025,K2025,True,73.06994825921691,72.98,0.08994825921691074,2,64
2025-03-03 12:15:00+00:00,K2025,K2025,True,73.03899078925821,73.02,0.018990789258211294,34,80
2025-03-03 12:20:00+00:00,K2025,K2025,True,73.09058657252272,73.0,0.0905865725227244,169,92
2025-03-03 12:25:00+00:00,K2025,K2025,True,73.11122488582853,73.07,0.04122488582854089,29,104
2025-03-03 12:30:00+00:00,K2025,K2025,True,73.10090572917564,73.05,0.05090572917563918,6,84
2025-03-03 12:35:00+00:00,K2025,K2025,True,73.20409729570467,73.15,0.054097295704664816,10,192
2025-03-03 12:40:00+00:00,K2025,K2025,True,73.23505476566339,73.23,0.005054765663388139,12,143
2025-03-03 12:45:00+00:00,K2025,K2025,True,73.22473560901048,73.2,0.024735609010477333,15,90
2025-03-03 12:50:00+00:00,K2025,K2025,True,73.22473560901048,73.17,0.05473560901047847,30,60
2025-03-03 12:55:00+00:00,K2025,K2025,True,73.23505476566339,73.22,0.015054765663393255,9,109
2025-03-03 13:00:00+00:00,K2025,K2025,True,73.28665054892791,73.27,0.016650548927913178,112,263
2025-03-03 13:05:00+00:00,K2025,K2025,True,73.15250151244015,73.16,-0.00749848755984317,49,188
2025-03-03 13:10:00+00:00,K2025,K2025,True,73.18345898239886,73.22,-0.03654101760113804,11,102
2025-03-03 13:15:00+00:00,K2025,K2025,True,73.22473560901048,73.19,0.03473560901048245,8,118
2025-03-03 13:20:00+00:00,K2025,K2025,True,73.13186319913434,73.09,0.041863199134340334,94,173
2025-03-03 13:25:00+00:00,K2025,K2025,True,73.23505476566339,73.21,0.02505476566339837,7,86
2025-03-03 13:30:00+00:00,K2025,K2025,True,73.21441645235758,73.21,0.004416452357588696,5,84
2025-03-03 13:35:00+00:00,K2025,K2025,True,73.33824633219244,73.35,-0.011753667807553825,53,109
2025-03-03 13:40:00+00:00,K2025,K2025,True,73.30728886223372,73.33,-0.02271113776627942,10,82
2025-03-03 13:45:00+00:00,K2025,K2025,True,73.28665054892791,73.25,0.0366505489279092,51,120
2025-03-03 13:50:00+00:00,K2025,K2025,True,73.28665054892791,73.27,0.016650548927913178,25,129
2025-03-03 13:55:00+00:00,K2025,K2025,True,73.21441645235758,73.19,0.024416452357584717,44,91
2025-03-03 14:00:00+00:00,K2025,K2025,True,73.15250151244015,73.11,0.04250151244015399,48,217
2025-03-03 14:05:00+00:00,K2025,K2025,True,73.21441645235758,73.19,0.024416452357584717,41,125
2025-03-03 14:10:00+00:00,K2025,K2025,True,73.32792717553953,73.3,0.02792717553953139,28,208
2025-03-03 14:15:00+00:00,K2025,K2025,True,73.21441645235758,73.18,0.03441645235757562,22,125
2025-03-03 14:20:00+00:00,K2025,K2025,True,73.24537392231629,73.19,0.05537392231629212,30,72
2025-03-03 14:25:00+00:00,K2025,K2025,True,73.2556930789692,73.22,0.03569307896920293,16,102
2025-03-03 14:30:00+00:00,K2025,K2025,True,73.34856548884534,73.36,-0.011434511154661209,98,154
2025-03-03 14:35:00+00:00,K2025,K2025,True,73.19377813905177,73.13,0.06377813905177732,9,105
2025-03-03 14:40:00+00:00,K2025,K2025,True,73.0286716326053,72.97,0.05867163260529651,22,150
2025-03-03 14:45:00+00:00,K2025,K2025,True,72.98739500599368,72.94,0.047395005993678296,16,152
2025-03-03 14:50:00+00:00,K2025,K2025,True,73.0286716326053,72.98,0.04867163260529139,28,141
2025-03-03 14:55:00+00:00,K2025,K2025,True,72.93579922272916,72.89,0.04579922272915837,35,145
2025-03-03 15:00:00+00:00,K2025,K2025,True,72.73973524632397,72.71,0.02973524632398039,97,278
2025-03-03 15:05:00+00:00,K2025,K2025,True,72.73973524632397,72.71,0.02973524632398039,43,188
2025-03-03 15:10:00+00:00,K2025,K2025,True,72.65718199310074,72.64,0.01718199310073487,46,91
2025-03-03 15:15:00+00:00,K2025,K2025,True,72.62622452314203,72.61,0.016224523142028602,36,147
2025-03-03 15:20:00+00:00,K2025,K2025,True,72.70877777636525,72.64,0.06877777636525195,55,110
2025-03-03 15:25:00+00:00,K2025,K2025,True,72.65718199310074,72.62,0.03718199310073089,49,168
2025-03-03 15:30:00+00:00,K2025,K2025,True,72.64686283644784,72.62,0.02686283644783316,59,200
2025-03-03 15:35:00+00:00,K2025,K2025,True,72.45079886004264,72.4,0.05079886004263301,154,314
2025-03-03 15:40:00+00:00,K2025,K2025,True,72.5643095832246,72.5,0.06430958322459901,67,127
2025-03-03 15:45:00+00:00,K2025,K2025,True,72.53335211326588,72.48,0.05335211326587341,15,139
2025-03-03 15:50:00+00:00,K2025,K2025,True,72.63654367979493,72.63,0.006543679794930313,48,148
2025-03-03 15:55:00+00:00,K2025,K2025,True,72.76037355962978,72.69,0.07037355962978609,20,161
2025-03-03 16:00:00+00:00,K2025,K2025,True,72.85324596950592,72.68,0.17324596950591342,4,130
2025-03-03 16:05:00+00:00,K2025,K2025,True,72.77069271628268,72.69,0.08069271628268382,37,188
2025-03-03 16:10:00+00:00,K2025,K2025,True,72.66750114975363,72.6,0.06750114975363886,13,149
2025-03-03 16:15:00+00:00,K2025,K2025,True,72.53335211326588,72.45,0.08335211326587455,51,206
2025-03-03 16:20:00+00:00,K2025,K2025,True,72.54367126991879,72.46,0.08367126991879559,27,148
2025-03-03 16:25:00+00:00,K2025,K2025,True,72.63654367979493,72.56,0.07654367979492349,60,419
2025-03-03 16:30:00+00:00,K2025,K2025,True,72.71909693301816,72.66,0.059096933018167874,34,270
2025-03-03 16:35:00+00:00,K2025,K2025,True,72.62622452314203,72.57,0.056224523142034855,42,125
2025-03-03 16:40:00+00:00,K2025,K2025,True,72.63654367979493,72.57,0.06654367979493259,8,78
2025-03-03 16:45:00+00:00,K2025,K2025,True,72.77069271628268,72.73,0.040692716282677566,5,206
2025-03-03 16:50:00+00:00,K2025,K2025,True,72.75005440297687,72.69,0.060054402976874144,10,95
2025-03-03 16:55:00+00:00,K2025,K2025,True,72.8016501862414,72.64,0.1616501862414026,5,125
2025-03-03 17:00:00+00:00,K2025,K2025,True,72.82228849954721,72.72,0.10228849954721397,24,63
2025-03-03 17:05:00+00:00,K2025,K2025,True,72.72941608967106,72.64,0.08941608967106163,6,73
2025-03-03 17:10:00+00:00,K2025,K2025,True,72.76037355962978,72.68,0.08037355962977699,4,67
2025-03-03 17:15:00+00:00,K2025,K2025,True,72.7810118729356,72.73,0.05101187293558951,6,54
2025-03-03 17:20:00+00:00,K2025,K2025,True,72.84292681285302,72.82,0.022926812853029332,8,112
2025-03-03 17:25:00+00:00,K2025,K2025,True,72.86356512615883,72.78,0.08356512615883105,7,49
2025-03-03 17:30:00+00:00,K2025,K2025,True,72.83260765620011,72.76,0.07260765620010545,15,123
2025-03-03 17:35:00+00:00,K2025,K2025,True,72.88420343946464,72.8,0.0842034394646447,5,94
2025-03-03 17:40:00+00:00,K2025,K2025,True,72.89452259611754,72.8,0.09452259611754243,6,78
2025-03-03 17:45:00+00:00,K2025,K2025,True,72.86356512615883,72.78,0.08356512615883105,7,57
2025-03-03 17:50:00+00:00,K2025,K2025,True,72.83260765620011,72.72,0.1126076562001117,8,38
2025-03-03 17:55:00+00:00,K2025,K2025,True,72.73973524632397,72.64,0.09973524632397357,32,61
2025-03-03 18:00:00+00:00,K2025,K2025,True,72.72941608967106,72.63,0.09941608967106674,22,76
2025-03-03 18:05:00+00:00,K2025,K2025,True,72.61590536648912,72.48,0.1359053664891121,34,56
2025-03-03 18:10:00+00:00,K2025,K2025,True,71.9038835574387,71.55,0.3538835574387065,1750,1743
2025-03-03 18:15:00+00:00,K2025,K2025,True,71.656223797769,71.25,0.40622379776900175,904,858
2025-03-03 18:20:00+00:00,K2025,K2025,True,71.82133030421546,71.51,0.3113303042154598,267,618
2025-03-03 18:25:00+00:00,K2025,K2025,True,71.64590464111609,71.41,0.23590464111609322,150,420
2025-03-03 18:30:00+00:00,K2025,K2025,True,71.59430885785157,71.32,0.27430885785157955,129,280
2025-03-03 18:35:00+00:00,K2025,K2025,True,71.58398970119866,71.24,0.3439897011986659,357,360
2025-03-03 18:40:00+00:00,K2025,K2025,True,71.54271307458704,71.21,0.3327130745870477,63,196
2025-03-03 18:45:00+00:00,K2025,K2025,True,71.71813873768643,71.44,0.27813873768643305,237,279
2025-03-03 18:50:00+00:00,K2025,K2025,True,71.75941536429804,71.43,0.3294153642980291,21,180
2025-03-03 18:55:00+00:00,K2025,K2025,True,71.82133030421546,71.54,0.2813303042154587,286,180
2025-03-03 19:00:00+00:00,K2025,K2025,True,71.86260693082708,71.53,0.33260693082708315,88,201
2025-03-03 19:05:00+00:00,K2025,K2025,True,71.83164946086838,71.59,0.24164946086837347,70,152
2025-03-03 19:10:00+00:00,K2025,K2025,True,71.87292608748,71.61,0.2629260874799968,116,360
2025-03-03 19:15:00+00:00,K2025,K2025,True,71.84196861752127,71.57,0.27196861752128143,15,101
2025-03-03 19:20:00+00:00,K2025,K2025,True,71.80069199090966,71.56,0.240691990909653,148,210
2025-03-03 19:25:00+00:00,K2025,K2025,True,71.85228777417419,71.62,0.232287774174182,185,568
2025-03-03 19:30:00+00:00,K2025,K2025,True,71.70781958103352,71.47,0.23781958103351997,90,147
2025-03-03 19:35:00+00:00,K2025,K2025,True,71.70781958103352,71.45,0.257819581033516,6,69
2025-03-03 19:40:00+00:00,K2025,K2025,True,,71.38,,0,53
2025-03-03 19:45:00+00:00,K2025,K2025,True,71.60462801450447,71.32,0.2846280145044773,10,94
2025-03-03 19:50:00+00:00,K2025,K2025,True,71.61494717115738,71.43,0.18494717115737558,182,186
2025-03-03 19:55:00+00:00,K2025,K2025,True,71.63558548446319,71.42,0.21558548446319037,39,180
2025-03-03 20:00:00+00:00,K2025,K2025,True,71.656223797769,71.44,0.21622379776900402,21,188
2025-03-03 20:05:00+00:00,K2025,K2025,True,71.63558548446319,71.41,0.22558548446319548,19,124
2025-03-03 20:10:00+00:00,K2025,K2025,True,71.56335138789285,71.31,0.25335138789284883,25,114
2025-03-03 20:15:00+00:00,K2025,K2025,True,71.56335138789285,71.32,0.24335138789285793,3,96
2025-03-03 20:20:00+00:00,K2025,K2025,True,71.52207476128123,71.29,0.2320747612812255,109,69
2025-03-03 20:25:00+00:00,K2025,K2025,True,71.49111729132252,71.27,0.22111729132252833,3,79
2025-03-03 20:30:00+00:00,K2025,K2025,True,71.52207476128123,71.24,0.2820747612812369,13,66
2025-03-03 20:35:00+00:00,K2025,K2025,True,71.50143644797542,71.23,0.2714364479754181,8,32
2025-03-03 20:40:00+00:00,K2025,K2025,True,,71.22,,0,55
2025-03-03 20:45:00+00:00,K2025,K2025,True,71.55303223123995,71.27,0.28303223123995735,5,66
2025-03-03 20:50:00+00:00,K2025,K2025,True,71.55303223123995,71.29,0.2630322312399471,7,49
2025-03-03 20:55:00+00:00,K2025,K2025,True,71.60462801450447,71.35,0.25462801450447614,18,64
2025-03-03 21:00:00+00:00,K2025,K2025,True,71.60462801450447,71.34,0.26462801450446705,10,41
2025-03-03 21:05:00+00:00,K2025,K2025,True,71.60462801450447,71.37,0.2346280145044659,3,23
2025-03-03 21:10:00+00:00,K2025,K2025,True,,71.38,,0,28
2025-03-03 21:15:00+00:00,K2025,K2025,True,,71.43,,0,43
2025-03-03 21:20:00+00:00,K2025,K2025,True,71.67686211107481,71.43,0.2468621110748046,1,42
2025-03-03 21:25:00+00:00,K2025,K2025,True,,71.43,,0,36
2025-03-03 21:30:00+00:00,K2025,K2025,True,,71.44,,0,19
2025-03-03 21:35:00+00:00,K2025,K2025,True,71.70781958103352,71.45,0.257819581033516,4,30
2025-03-03 21:40:00+00:00,K2025,K2025,True,71.72845789433933,71.48,0.24845789433932453,5,18
2025-03-03 21:45:00+00:00,K2025,K2025,True,,71.46,,0,27
2025-03-03 21:50:00+00:00,K2025,K2025,True,71.71813873768643,71.46,0.258138737686437,1,20
2025-03-03 21:55:00+00:00,K2025,K2025,True,71.74909620764514,71.48,0.2690962076451342,7,34
2025-03-03 22:05:00+00:00,K2025,,False,,,,0,0
2025-03-03 22:10:00+00:00,K2025,K2025,True,,71.58,,0,17
2025-03-03 22:15:00+00:00,K2025,K2025,True,71.87292608748,71.65,0.22292608747999054,1,16
2025-03-03 22:20:00+00:00,K2025,K2025,True,,71.54,,0,8
2025-03-03 22:25:00+00:00,K2025,K2025,True,,71.56,,0,7
2025-03-03 22:30:00+00:00,K2025,K2025,True,,71.57,,0,1
2025-03-03 22:35:00+00:00,K2025,K2025,True,,71.56,,0,1
2025-03-03 22:40:00+00:00,K2025,,False,,,,0,0
2025-03-03 22:45:00+00:00,K2025,K2025,True,71.71813873768643,71.44,0.27813873768643305,2,61
2025-03-03 22:50:00+00:00,K2025,K2025,True,,71.44,,0,26
2025-03-03 22:55:00+00:00,K2025,K2025,True,,71.42,,0,27
2025-03-03 23:00:00+00:00,K2025,,False,72.85324596950592,,,238,0
2025-03-03 23:05:00+00:00,K2025,,False,72.69845861971235,,,206,0
2025-03-03 23:10:00+00:00,K2025,,False,72.73973524632397,,,117,0
2025-03-03 23:15:00+00:00,K2025,,False,72.76037355962978,,,62,0
2025-03-03 23:20:00+00:00,K2025,,False,72.68813946305944,,,128,0
2025-03-03 23:25:00+00:00,K2025,,False,72.70877777636525,,,475,0
2025-03-03 23:30:00+00:00,K2025,,False,72.73973524632397,,,193,0
2025-03-03 23:35:00+00:00,K2025,,False,72.79133102958849,,,542,0
2025-03-03 23:40:00+00:00,K2025,,False,72.72941608967106,,,501,0
2025-03-03 23:45:00+00:00,K2025,,False,72.72941608967106,,,197,0
2025-03-03 23:50:00+00:00,K2025,,False,72.69845861971235,,,286,0
2025-03-03 23:55:00+00:00,K2025,,False,72.68813946305944,,,694,0
2025-03-04 00:00:00+00:00,K2025,,False,72.5643095832246,,,1182,0
2025-03-04 00:05:00+00:00,K2025,,False,72.52303295661298,,,464,0
