timestamp,contract,close_d1_scaled,close_d2,spread
2025-03-03 00:00:00+00:00,K2025,73.16282066909305,73.32,-0.15717933090694203
2025-03-03 00:15:00+00:00,K2025,73.15250151244015,73.28,-0.12749848755984772
2025-03-03 01:00:00+00:00,K2025,73.37952295880405,73.53,-0.1504770411959555
2025-03-03 01:05:00+00:00,K2025,73.37952295880405,73.52,-0.1404770411959504
2025-03-03 01:20:00+00:00,K2025,73.44143789872147,73.59,-0.14856210127852876
2025-03-03 01:25:00+00:00,K2025,73.45175705537439,73.58,-0.1282429446256117
2025-03-03 01:30:00+00:00,K2025,73.43111874206858,73.57,-0.13888125793141626
2025-03-03 01:35:00+00:00,K2025,73.42079958541566,73.57,-0.1492004145843282
2025-03-03 01:55:00+00:00,K2025,73.43111874206858,73.55,-0.11888125793142024
2025-03-03 02:00:00+00:00,K2025,73.43111874206858,73.57,-0.13888125793141626
2025-03-03 02:05:00+00:00,K2025,73.493033681986,73.66,-0.16696631801399064
2025-03-03 02:10:00+00:00,K2025,73.53431030859763,73.6,-0.06568969140236902
2025-03-03 02:15:00+00:00,K2025,73.44143789872147,73.57,-0.12856210127851853
2025-03-03 02:35:00+00:00,K2025,73.31760801888663,73.45,-0.13239198111337203
2025-03-03 02:55:00+00:00,K2025,73.28665054892791,73.33,-0.043349451072089096
2025-03-03 03:05:00+00:00,K2025,73.18345898239886,73.29,-0.10654101760114543
2025-03-03 03:10:00+00:00,K2025,73.13186319913434,73.24,-0.10813680086565114
2025-03-03 03:15:00+00:00,K2025,73.15250151244015,73.19,-0.03749848755984431
2025-03-03 03:30:00+00:00,K2025,73.06994825921691,73.16,-0.09005174078308187
2025-03-03 03:40:00+00:00,K2025,73.10090572917564,73.23,-0.12909427082436764
2025-03-03 04:25:00+00:00,K2025,73.10090572917564,73.14,-0.03909427082436423
2025-03-03 04:45:00+00:00,K2025,73.14218235578724,73.22,-0.07781764421275739
2025-03-03 04:55:00+00:00,K2025,73.11122488582853,73.19,-0.07877511417146366
2025-03-03 05:10:00+00:00,K2025,73.09058657252272,73.16,-0.0694134274772722
2025-03-03 05:35:00+00:00,K2025,73.0183524759524,73.09,-0.07164752404760577
2025-03-03 05:40:00+00:00,K2025,73.0183524759524,73.09,-0.07164752404760577
2025-03-03 05:45:00+00:00,K2025,73.0183524759524,73.06,-0.041647524047604634
2025-03-03 05:50:00+00:00,K2025,72.96675669268787,73.07,-0.10324330731212683
2025-03-03 05:55:00+00:00,K2025,73.0183524759524,73.08,-0.061647524047600655
2025-03-03 06:00:00+00:00,K2025,72.98739500599368,73.01,-0.022604994006329093
2025-03-03 06:10:00+00:00,K2025,72.93579922272916,73.01,-0.07420077727084617
2025-03-03 06:20:00+00:00,K2025,72.89452259611754,73.0,-0.10547740388246041
2025-03-03 06:30:00+00:00,K2025,72.90484175277044,72.97,-0.06515824722956154
2025-03-03 06:50:00+00:00,K2025,72.89452259611754,72.97,-0.07547740388245927
2025-03-03 07:00:00+00:00,K2025,72.83260765620011,72.86,-0.027392343799888863
2025-03-03 07:05:00+00:00,K2025,72.82228849954721,72.88,-0.057711500452782616
2025-03-03 07:10:00+00:00,K2025,72.90484175277044,72.98,-0.07515824722956665
2025-03-03 07:15:00+00:00,K2025,72.95643753603497,73.0,-0.043562463965031384
2025-03-03 07:20:00+00:00,K2025,72.89452259611754,72.93,-0.03547740388246723
2025-03-03 07:25:00+00:00,K2025,72.89452259611754,72.92,-0.025477403882462113
2025-03-03 07:30:00+00:00,K2025,72.92548006607625,72.97,-0.044519933923751864
2025-03-03 07:35:00+00:00,K2025,72.94611837938206,73.03,-0.08388162061794446
2025-03-03 07:40:00+00:00,K2025,72.99771416264659,73.01,-0.01228583735341715
2025-03-03 07:45:00+00:00,K2025,72.93579922272916,72.94,-0.004200777270838785
2025-03-03 07:50:00+00:00,K2025,72.87388428281173,72.88,-0.006115717188265535
2025-03-03 07:55:00+00:00,K2025,72.85324596950592,72.88,-0.02675403049407521
2025-03-03 08:00:00+00:00,K2025,72.91516090942335,72.95,-0.034839090576653575
2025-03-03 08:05:00+00:00,K2025,72.90484175277044,72.99,-0.08515824722955756
2025-03-03 08:10:00+00:00,K2025,72.91516090942335,73.0,-0.08483909057665073
2025-03-03 08:15:00+00:00,K2025,72.95643753603497,72.96,-0.003562463965025131
2025-03-03 08:20:00+00:00,K2025,72.8016501862414,72.78,0.021650186241402025
2025-03-03 08:25:00+00:00,K2025,72.69845861971235,72.71,-0.011541380287638958
2025-03-03 08:30:00+00:00,K2025,72.65718199310074,72.64,0.01718199310073487
2025-03-03 08:35:00+00:00,K2025,72.75005440297687,72.75,5.4402976871870123e-05
2025-03-03 08:40:00+00:00,K2025,72.68813946305944,72.71,-0.0218605369405509
2025-03-03 08:45:00+00:00,K2025,72.66750114975363,72.65,0.017501149753627487
2025-03-03 08:50:00+00:00,K2025,72.55399042657169,72.5,0.05399042657168707
2025-03-03 08:55:00+00:00,K2025,72.5746287398775,72.47,0.10462873987749788
2025-03-03 09:00:00+00:00,K2025,72.52303295661298,72.39,0.1330329566129791
2025-03-03 09:05:00+00:00,K2025,72.54367126991879,72.44,0.10367126991879161
2025-03-03 09:10:00+00:00,K2025,72.52303295661298,72.43,0.09303295661297284
2025-03-03 09:15:00+00:00,K2025,72.60558620983622,72.52,0.08558620983622234
2025-03-03 09:20:00+00:00,K2025,72.60558620983622,72.53,0.07558620983621722
2025-03-03 09:25:00+00:00,K2025,72.58494789653041,72.52,0.06494789653041266
2025-03-03 09:30:00+00:00,K2025,72.5952670531833,72.49,0.10526705318331153
2025-03-03 09:35:00+00:00,K2025,72.5746287398775,72.49,0.08462873987750186
2025-03-03 09:40:00+00:00,K2025,72.55399042657169,72.5,0.05399042657168707
2025-03-03 09:45:00+00:00,K2025,72.5952670531833,72.47,0.12526705318330755
2025-03-03 09:50:00+00:00,K2025,72.54367126991879,72.4,0.14367126991878365
2025-03-03 09:55:00+00:00,K2025,72.51271379996007,72.38,0.13271379996007227
2025-03-03 10:00:00+00:00,K2025,72.60558620983622,72.46,0.1455862098362246
2025-03-03 10:05:00+00:00,K2025,72.55399042657169,72.44,0.11399042657168934
2025-03-03 10:10:00+00:00,K2025,72.65718199310074,72.46,0.1971819931007417
2025-03-03 10:15:00+00:00,K2025,72.68813946305944,72.58,0.10813946305944455
2025-03-03 10:20:00+00:00,K2025,72.66750114975363,72.58,0.08750114975363488
2025-03-03 10:25:00+00:00,K2025,72.63654367979493,72.53,0.10654367979492463
2025-03-03 10:30:00+00:00,K2025,72.72941608967106,72.66,0.0694160896710656
2025-03-03 10:35:00+00:00,K2025,72.77069271628268,72.72,0.05069271628268268
2025-03-03 10:40:00+00:00,K2025,72.87388428281173,72.85,0.023884282811735602
2025-03-03 10:45:00+00:00,K2025,72.94611837938206,72.88,0.06611837938206122
2025-03-03 10:50:00+00:00,K2025,72.93579922272916,72.87,0.0657992227291544
2025-03-03 10:55:00+00:00,K2025,72.96675669268787,72.85,0.11675669268787203
2025-03-03 11:00:00+00:00,K2025,72.96675669268787,72.92,0.04675669268786464
2025-03-03 11:05:00+00:00,K2025,72.96675669268787,72.92,0.04675669268786464
2025-03-03 11:10:00+00:00,K2025,73.00803331929949,72.96,0.04803331929949195
2025-03-03 11:15:00+00:00,K2025,73.0183524759524,72.97,0.04835247595239878
2025-03-03 11:20:00+00:00,K2025,72.98739500599368,72.93,0.0573950059936692
2025-03-03 11:25:00+00:00,K2025,72.95643753603497,72.91,0.04643753603497203
2025-03-03 11:30:00+00:00,K2025,72.94611837938206,72.87,0.07611837938205213
2025-03-03 11:35:00+00:00,K2025,73.0286716326053,72.97,0.05867163260529651
2025-03-03 11:40:00+00:00,K2025,73.0183524759524,72.96,0.05835247595240389
2025-03-03 11:45:00+00:00,K2025,73.0183524759524,72.97,0.04835247595239878
2025-03-03 11:50:00+00:00,K2025,73.05962910256402,73.02,0.03962910256402097
2025-03-03 11:55:00+00:00,K2025,73.0493099459111,73.01,0.03930994591109993
2025-03-03 12:00:00+00:00,K2025,73.06994825921691,73.05,0.019948259216917563
2025-03-03 12:05:00+00:00,K2025,73.0493099459111,72.99,0.05930994591111016
2025-03-03 12:10:00+00:00,K2025,73.06994825921691,72.98,0.08994825921691074
2025-03-03 12:15:00+00:00,K2025,73.03899078925821,73.02,0.018990789258211294
2025-03-03 12:20:00+00:00,K2025,73.09058657252272,73.0,0.0905865725227244
2025-03-03 12:25:00+00:00,K2025,73.11122488582853,73.07,0.04122488582854089
2025-03-03 12:30:00+00:00,K2025,73.10090572917564,73.05,0.05090572917563918
2025-03-03 12:35:00+00:00,K2025,73.20409729570467,73.15,0.054097295704664816
2025-03-03 12:40:00+00:00,K2025,73.23505476566339,73.23,0.005054765663388139
2025-03-03 12:45:00+00:00,K2025,73.22473560901048,73.2,0.024735609010477333
2025-03-03 12:50:00+00:00,K2025,73.22473560901048,73.17,0.05473560901047847
2025-03-03 12:55:00+00:00,K2025,73.23505476566339,73.22,0.015054765663393255
2025-03-03 13:00:00+00:00,K2025,73.28665054892791,73.27,0.016650548927913178
2025-03-03 13:05:00+00:00,K2025,73.15250151244015,73.16,-0.00749848755984317
2025-03-03 13:10:00+00:00,K2025,73.18345898239886,73.22,-0.03654101760113804
2025-03-03 13:15:00+00:00,K2025,73.22473560901048,73.19,0.03473560901048245
2025-03-03 13:20:00+00:00,K2025,73.13186319913434,73.09,0.041863199134340334
2025-03-03 13:25:00+00:00,K2025,73.23505476566339,73.21,0.02505476566339837
2025-03-03 13:30:00+00:00,K2025,73.21441645235758,73.21,0.004416452357588696
2025-03-03 13:35:00+00:00,K2025,73.33824633219244,73.35,-0.011753667807553825
2025-03-03 13:40:00+00:00,K2025,73.30728886223372,73.33,-0.02271113776627942
2025-03-03 13:45:00+00:00,K2025,73.28665054892791,73.25,0.0366505489279092
2025-03-03 13:50:00+00:00,K2025,73.28665054892791,73.27,0.016650548927913178
2025-03-03 13:55:00+00:00,K2025,73.21441645235758,73.19,0.024416452357584717
2025-03-03 14:00:00+00:00,K2025,73.15250151244015,73.11,0.04250151244015399
2025-03-03 14:05:00+00:00,K2025,73.21441645235758,73.19,0.024416452357584717
2025-03-03 14:10:00+00:00,K2025,73.32792717553953,73.3,0.02792717553953139
2025-03-03 14:15:00+00:00,K2025,73.21441645235758,73.18,0.03441645235757562
2025-03-03 14:20:00+00:00,K2025,73.24537392231629,73.19,0.05537392231629212
2025-03-03 14:25:00+00:00,K2025,73.2556930789692,73.22,0.03569307896920293
2025-03-03 14:30:00+00:00,K2025,73.34856548884534,73.36,-0.011434511154661209
2025-03-03 14:35:00+00:00,K2025,73.19377813905177,73.13,0.06377813905177732
2025-03-03 14:40:00+00:00,K2025,73.0286716326053,72.97,0.05867163260529651
2025-03-03 14:45:00+00:00,K2025,72.98739500599368,72.94,0.047395005993678296
2025-03-03 14:50:00+00:00,K2025,73.0286716326053,72.98,0.04867163260529139
2025-03-03 14:55:00+00:00,K2025,72.93579922272916,72.89,0.04579922272915837
2025-03-03 15:00:00+00:00,K2025,72.73973524632397,72.71,0.02973524632398039
2025-03-03 15:05:00+00:00,K2025,72.73973524632397,72.71,0.02973524632398039
2025-03-03 15:10:00+00:00,K2025,72.65718199310074,72.64,0.01718199310073487
2025-03-03 15:15:00+00:00,K2025,72.62622452314203,72.61,0.016224523142028602
2025-03-03 15:20:00+00:00,K2025,72.70877777636525,72.64,0.06877777636525195
2025-03-03 15:25:00+00:00,K2025,72.65718199310074,72.62,0.03718199310073089
2025-03-03 15:30:00+00:00,K2025,72.64686283644784,72.62,0.02686283644783316
2025-03-03 15:35:00+00:00,K2025,72.45079886004264,72.4,0.05079886004263301
2025-03-03 15:40:00+00:00,K2025,72.5643095832246,72.5,0.06430958322459901
2025-03-03 15:45:00+00:00,K2025,72.53335211326588,72.48,0.05335211326587341
2025-03-03 15:50:00+00:00,K2025,72.63654367979493,72.63,0.006543679794930313
2025-03-03 15:55:00+00:00,K2025,72.76037355962978,72.69,0.07037355962978609
2025-03-03 16:00:00+00:00,K2025,72.85324596950592,72.68,0.17324596950591342
2025-03-03 16:05:00+00:00,K2025,72.77069271628268,72.69,0.08069271628268382
2025-03-03 16:10:00+00:00,K2025,72.66750114975363,72.6,0.06750114975363886
2025-03-03 16:15:00+00:00,K2025,72.53335211326588,72.45,0.08335211326587455
2025-03-03 16:20:00+00:00,K2025,72.54367126991879,72.46,0.08367126991879559
2025-03-03 16:25:00+00:00,K2025,72.63654367979493,72.56,0.07654367979492349
2025-03-03 16:30:00+00:00,K2025,72.71909693301816,72.66,0.059096933018167874
2025-03-03 16:35:00+00:00,K2025,72.62622452314203,72.57,0.056224523142034855
2025-03-03 16:40:00+00:00,K2025,72.63654367979493,72.57,0.06654367979493259
2025-03-03 16:45:00+00:00,K2025,72.77069271628268,72.73,0.040692716282677566
2025-03-03 16:50:00+00:00,K2025,72.75005440297687,72.69,0.060054402976874144
2025-03-03 16:55:00+00:00,K2025,72.8016501862414,72.64,0.1616501862414026
2025-03-03 17:00:00+00:00,K2025,72.82228849954721,72.72,0.10228849954721397
2025-03-03 17:05:00+00:00,K2025,72.72941608967106,72.64,0.08941608967106163
2025-03-03 17:10:00+00:00,K2025,72.76037355962978,72.68,0.08037355962977699
